task_id,pickup_x,pickup_y,delivery_x,delivery_y,deadline_min
1,3.621264178606632,6.731095163196293,-9.834355561093545,5.075812270356117,34.008885996598444
2,10.435497112053508,-6.234167599698045,-2.5646458369142744,-6.153473861671685,40.828983338070486
3,-9.02930406176776,6.0101899038973725,9.842207728122089,6.483122932623603,45.06817587435671
4,-9.4106498377535,6.139587393360884,9.197674220566158,5.25327885358111,49.69115659113527
5,3.617058552265211,6.382566670456741,-8.999031032957697,-6.810985657430857,47.40427738046537
6,3.1922073602601406,5.966837380234391,-9.300112878932646,4.921934805596701,34.945764737312786
7,9.481046559034558,-7.0717878744923315,-3.618776131961933,-6.670995925693335,46.56656153076717
8,-10.041278081619877,6.530870115009221,9.706058779497422,6.390148007726512,49.140890363029584
9,-3.612046344849902,-7.5015799900883975,9.470630594083177,6.456685816486448,51.51031995029644
10,-9.400417129828112,-5.180353329532133,3.0412140419519926,6.6702056501076274,49.51765007699356
11,9.48507152125984,-6.341077487017973,-10.130682136761594,6.761912188985922,58.419017562050996
12,9.951321646067655,5.4813405142886875,2.3114605554191234,7.703263888525484,31.101069652726522
13,-2.516305592643702,-6.516861881782216,-11.052403437229673,-6.457634659082078,39.50112278640371
14,-2.996422733006291,-6.6439703827067085,9.982225658634189,5.6819170550639795,43.6851104467797
15,10.520342786331476,6.673423065853413,2.1645742180086094,6.9333474861119395,48.99013897226445
16,10.293654130068308,6.669362433249145,2.6818016150053325,5.973477963517701,36.0124181404261
17,10.196913372907138,-5.518794274493041,-10.665535980651113,6.26465395693516,56.328390614534946
18,3.2027578736067635,7.846406071704918,-9.915910746163497,5.581808893435701,45.78722060813142
19,-9.366173249829014,-6.457914108072465,3.203438832601623,6.016590085505092,55.23309400015687
20,-3.6918372559123735,-6.090365895751841,10.477658621824887,6.805089069485527,47.31305564460326
21,-3.2457811976981352,-6.1440105565127805,-10.236104393073623,-5.297540114477232,34.59557126305701
22,10.705185381900154,-5.935283740286317,-9.769763785849593,4.955473285136183,57.751700908059284
23,-2.33525833596178,-6.609421336253581,9.7419807813519,5.529501691592885,43.1629797480247
24,-10.450654390903564,-5.0016040812006874,3.009508170816171,6.658966229640109,44.32104874924153
25,-10.748985951657763,5.540829993632671,10.60122472821509,-4.931819412517703,55.84925214094555
26,-3.917718097052917,-8.086981613842699,-9.413441697709294,-6.096268812056752,28.38776506797294
27,-2.631849722315631,-7.630743826558426,-10.690906028076297,-4.924411501175749,34.97490381402412
28,10.18510588888522,5.398232341653929,3.8042079941985922,7.6225097338001095,35.845571856777056
29,-2.7002556524645938,-5.958216089023994,9.625292636010887,5.8727537527592135,48.762898131769475
30,9.955525022805249,6.6602054167092755,2.5631195479211164,7.102536176851714,42.498873660136965
31,9.447770223745875,-5.9930203669565225,-9.521264961422936,5.751766394282923,47.81864901552376
32,9.724885959215367,6.683455332318851,3.1535048939794272,6.285557913870253,32.26844060302027
33,9.551043225545182,-6.88633548937966,-9.324294624250548,5.132042510342613,53.158263114888335
34,9.47084977457255,6.519277514582,-2.8283690078239605,-7.9950546204206825,49.697187425684014
35,9.09472014933237,-5.205736373355474,-10.113425130253383,6.2802541833727386,50.48092630080252
36,2.0128074869991486,7.673382896650123,-9.602912885090342,5.45553349732965,29.98280307487309
37,9.289157963451197,5.88305756019499,-3.024478132399088,-6.649211310038238,40.95439772814247
38,9.673867401884621,5.633735637982339,2.1571491587072016,7.442227757920412,37.027490111391096
39,2.8159365235490474,7.648323916393599,-10.344173720325138,-5.8816474475269604,54.478276386442026
40,2.2655545754648934,6.376392540398884,-9.757880492471115,-6.6773222000362695,40.35917669644375
41,10.74883660878945,6.488048079375909,3.2678075251989775,6.1728480733254205,39.70602202126118
42,-9.243282652839033,-5.04955243216458,10.937421927728304,-5.002797114246616,44.35330387575934
43,10.612955394045484,6.08321616995479,-3.9647551004762307,-6.882192396909576,49.76521833662486
44,-10.94137450932222,6.868495468181882,10.814427082116481,5.606400975086081,56.025298703713496
45,-10.398967751847582,5.6921188555515885,10.431373180581868,-5.808220329803053,62.79162640521117
46,-10.894256018851056,-6.804765334023045,10.363587150492835,-5.466360415046683,53.23849381633686
47,-2.129440443225395,-6.897278505447426,-10.35861323092906,-6.439050079392445,36.71762383004716
48,2.2936532983751556,7.535275465482908,-10.851616654823435,-6.95455746403707,50.057517335614165
49,-2.2274527382192693,-7.464131296979812,10.375006434757292,5.7690279170029735,44.31182960302803
50,-10.372760244415527,5.764888147590065,9.935957683464874,-6.01978885097133,65.2016459098675
