task_id,pickup_x,pickup_y,delivery_x,delivery_y,deadline_min
1,-9.29740282296201,0.3896721937095453,7.469491328236629,3.9728621984253785,45.540224567433526
2,-10.455714843789805,7.741581710717888,8.576874002655542,-3.0905514895621486,47.45965707625234
3,-9.801913436298493,7.975097387303968,7.625510884864406,4.9239636270199565,51.781725837713275
4,-8.228783960763742,6.283271802209793,7.571770540749934,5.505629501103398,46.71871386182113
5,-10.307729997795002,-7.376355246418523,9.543163905903961,0.33776418985571244,52.662980907372294
6,-9.304281148478278,0.21410196346899113,8.672439163364295,0.9940654865159155,45.121329371092074
7,-10.873378305093665,6.21329195629929,11.872515645412744,0.5201777358624415,50.599231714477085
8,-9.829706507425755,-3.596638404503203,10.560050359232523,-1.2755999334197607,52.17905729704814
9,-11.172039157228026,-3.1650942109098263,6.66828150649119,3.4230358970854127,50.17136957760394
10,-10.245176715201485,7.892923850185936,11.902945398251635,-3.4426073535083614,61.333112907420585
11,-8.052726171604558,-4.035581634549967,9.555420505193144,-5.282349222059387,46.27575876446012
12,-8.680782673147533,-4.609045646772122,6.448823261594435,-1.062181699321135,43.1719504729298
13,-7.940395365592611,-4.139170288147341,7.256014750697192,-1.9059688038351226,42.53744792629013
14,-9.193465759715908,-6.75226897236691,11.081826481559844,4.907595734220443,58.35121375254337
15,-9.041670537336975,-7.35865934972303,10.798406160133101,3.3976238984167146,59.02842108017352
16,-7.842518754683728,-7.597125665214717,6.030495193524534,5.894628994891642,51.419765946245725
17,-10.933187216972632,-3.4471070031613387,5.511940818413441,-6.752843039818506,44.77166134497531
18,-11.931353483233634,7.805729731203522,10.827357372855388,-5.030301578902229,57.809275238510494
19,-8.96137576771902,4.407448630528522,7.7122817523933715,2.819001646939613,44.540542450314256
20,-10.117555700196183,5.204486716625242,11.619578725730744,0.3857697021478277,51.362797557103406
21,-7.857546487305669,1.4982439063013366,9.835759377813694,-5.6006374830199235,46.64484501849893
22,-7.905056397002252,-1.1626060978883999,5.461619646574748,-3.57915879715251,39.142997605478016
23,-9.94021442654181,-3.5347251476691675,8.282559420434499,-3.6320308847103613,41.81242930589605
24,-7.610775631974118,-7.849061184066054,8.09366028328228,-4.12919371656797,45.739760118799914
25,-7.4347516000563365,-4.405934105048956,10.012338125719339,-6.907159971292959,45.62725844412036
26,-9.056370422002884,-4.974765468310062,5.209333598898179,-1.2932762331652787,38.78944453927957
27,-11.06798386356047,5.744398723795909,5.357171472656669,-2.096488135103117,52.89741857655294
28,-9.772000109150198,7.1795609876944315,6.913730276217078,5.990935429051522,51.35918681887558
29,-9.216264897350433,6.1242707441498645,9.55216401876445,-5.531405809579825,47.89417998721456
30,-8.728007142160486,-6.4683033009999455,7.120810667830426,1.060908013835368,50.11026021689759
31,-9.992902491235707,-7.226051081388899,10.563465075185174,-4.906596801428629,44.03512031883962
32,-10.964713473741048,5.284595680430867,6.444914642403349,4.8475430775684245,46.715245105223815
33,-8.425149455786373,3.200024968552203,7.618294849610553,-2.4216284357794002,46.684167497702575
34,-7.153420226200068,-0.43602097487073443,11.619815104118125,2.410977780687796,46.06855950963314
35,-11.034451784823874,-2.0288043647669216,11.111454916148485,-5.509912561645587,55.199487913485456
36,-9.897502055486402,-0.27552724227934533,11.125974064583735,-2.6609621210990646,45.58358263183257
37,-9.338695883500288,-7.339445254282015,9.259943374776945,-2.829946843896556,42.366959960945174
38,-8.646620148861034,-0.6374701132091509,6.174258163712029,-0.08514093707078718,39.13121017838304
39,-10.203459393552249,1.6185502516644412,7.198923061782701,2.2961283222039004,52.752889127263586
40,-10.503637588115652,-6.809801836549289,10.155768129493584,-2.3814475298733475,59.47320834534507
41,-10.401278841732172,2.4882485258863607,5.10136885027708,6.302237003733104,40.59632337013534
42,-11.900615366305653,0.1693025099272294,10.560688830228802,1.9178090693959007,57.67960507602557
43,-9.673445719609035,0.6631369067570514,6.1172757797615755,0.7587243879687637,49.24606913801879
44,-7.837069549064295,2.7986447026266124,6.203477538223809,-0.47284321230936577,44.136959966177905
45,-10.286631417113835,7.282099637310342,11.076158197191244,-4.428676337741381,64.54722055894723
46,-9.229041173679725,-4.001405548503524,5.617253114213302,6.546015541397315,40.268739557814136
47,-8.339412007261963,1.500094079535108,9.471684836036287,-2.769386687230968,46.9063409464471
48,-11.906165455695334,2.613096100743057,9.212281437463336,-4.645398961641,55.919230240765486
49,-11.802557944898277,1.9694305062265745,11.370209099083436,-2.709246257820178,58.16519252266386
50,-8.055435966967098,-1.108124289686458,10.859296942849056,-5.120056111999158,47.88871064452553
