task_id,pickup_x,pickup_y,delivery_x,delivery_y,deadline_min
1,-10.470759803579368,7.0406053309374546,10.708535271688834,5.0930215584670115,59.449580235106986
2,9.753929028175474,6.816152949962249,10.559161700307994,4.936071119238848,34.41699879636045
3,10.931934653139832,5.031238974903628,-2.446890298014936,-7.266979987904069,57.54181070917773
4,-3.3352489570290995,-6.563911960713164,10.635559491248639,6.033572820469217,50.719111989726784
5,-9.243830332116305,5.930876047109079,10.24928689081474,-7.044644194524521,62.371724193289175
6,-10.539762463851691,-5.410434447455646,-9.866325226585905,-5.076622596263234,27.216628697823936
7,-10.13459189004481,-6.928085240664373,-9.937930406498474,-5.658847554189947,24.91380509347196
8,-9.757721029396617,6.815286573029838,-10.729351128643644,5.308880361596691,28.373530478814956
9,3.695922082240811,6.7740944808705486,2.1228649334722975,7.584380954464871,27.305333942174123
10,2.5593671519487353,5.970597989850569,2.6460726752958306,6.8095990515813725,27.178560443687125
11,-8.918979049277048,6.762608634445273,-9.474308683263368,6.8288281141984974,27.562433350876134
12,-3.7394658244862304,-6.406206711779633,-3.0807740085736093,-6.50733751726335,23.431789329106714
13,-2.970463636063343,-6.34832373389651,-2.536509665982786,-7.902499739812452,23.504579933578242
14,-10.734987997177566,-5.247463014782116,-10.38859268960501,-6.541011015670307,34.273704143121684
15,11.059914809525441,5.817884502892256,-4.097566519377221,-7.015443911526568,54.51510831203594
16,9.984156679700952,-5.101250640609331,-9.067398744324594,6.983311847351679,56.7591512692046
17,-4.013225645951962,-7.416663650676496,-3.84094394137476,-6.370482148011865,24.25469003825071
18,-2.9375498760671954,-7.882592826519467,-10.136071707466412,-6.1937825352270774,35.57174462164094
19,3.557754388894593,7.783227833311117,3.3435496456222715,6.872320325818451,24.964767826551068
20,11.090006143940844,5.616657991425207,1.944323964908489,6.280435347113963,42.89392901901555
21,3.691649288695389,6.103680632607946,-9.608896701893755,-5.890442297556973,41.44054962327368
22,-10.65454628228284,5.478437516313444,9.767112392581668,6.188127277136498,52.536697168543064
23,2.261810664587206,6.875759100823105,3.1912779090757795,6.649233384279863,21.682842192494565
24,-10.307158015558134,5.838725736135672,-9.233664526319775,7.084814000825801,34.65344903771762
25,2.477904783419475,6.398433062901487,-10.058906265423811,6.0943345310778865,43.7858380576316
26,-10.360873381336653,6.382882185966133,10.337976531600862,6.816924844313458,58.23057120348267
27,-11.00660008347273,-5.502433173437493,9.626279257879856,-6.043430284506966,50.646785058106246
28,-3.235295352155117,-7.9093163573139895,-3.5120523810939774,-7.378388354881505,31.655202236859495
29,-3.7701190834031593,-7.443668349285397,-11.076226759479246,-5.278296872573937,38.672073361001694
30,-2.8488293152105166,-7.5022396442098405,10.877041306196372,6.997242904559858,57.459187448013445
31,-3.960956768677511,-7.8226288876351315,-4.099378562954262,-7.139948241404161,25.604028572846843
32,-9.840791361204285,6.698611250840297,-9.063924274738374,5.803505917173136,27.256974356792114
33,-9.208190123598309,-5.8329351538721195,-10.594008799829087,-7.021900845056553,33.37111932986713
34,3.49988693762936,6.030461392394101,-9.783959661494864,-5.06919842959406,51.08505053252293
35,9.061840183504804,-6.367436649518412,-10.747279933275916,5.360028198633829,58.953466004440685
36,10.227962464488403,6.307404170666314,9.797155886526381,5.077966019244856,23.43316594708073
37,-3.564345823737216,-7.5855531087300605,9.103660103890123,5.833762463096353,45.40515889951368
38,9.624069916388523,6.277833071319468,3.190921242045396,6.832142595354162,41.54947417990351
39,3.0091685259780183,7.436925489104938,-9.549161857405332,6.380938818134398,47.33406385451262
40,-2.0000298840001887,-7.772824663906881,-10.529616794719809,-6.838507634174958,38.40156282904359
41,-9.465637519370638,4.999514298425907,-10.404439887598675,6.691165567293332,22.413878930103635
42,-10.012046358141003,5.628864607737593,-10.111415469394053,6.946297798694296,30.675652043760014
43,3.329497115748169,7.93473582613022,-9.192851758455104,-5.928980087547064,49.07174368558142
44,10.95935456794791,-6.630139812438895,10.641275728607898,-5.7090663818942495,31.042235818578
45,-2.178531436588208,-7.786813177135193,-9.211584007139688,-5.037863275957131,35.38571346502671
46,3.3591423030971312,6.1697211144116615,3.074380932523034,6.346477795135921,25.585552263786994
47,8.98834396531917,-6.948047161924935,9.62248412094892,-5.252465655810963,34.42389049564798
48,10.699094274509903,5.828151221854397,9.830760980703094,5.457933352832021,28.059977652022
49,-9.095087737980627,-6.04046924349468,-9.99514196743043,-6.126633867846856,29.037376533670127
50,-3.632546348431502,-7.188188622597526,-2.11722866482794,-6.972320956344316,34.879408362095816
